frame,hip_x,hip_y,hip_z,hip_parent,hip_abdomen,hip_lButtock,hip_rButtock,abdomen_x,abdomen_y,abdomen_z,abdomen_parent,abdomen_chest,chest_x,chest_y,chest_z,chest_parent,chest_lCollar,chest_neck,chest_rCollar,neck_x,neck_y,neck_z,neck_parent,neck_neck1,neck1_x,neck1_y,neck1_z,neck1_parent,neck1_head,head_x,head_y,head_z,head_parent,rCollar_x,rCollar_y,rCollar_z,rCollar_parent,rCollar_rShldr,rShldr_x,rShldr_y,rShldr_z,rShldr_parent,rShldr_rForeArm,rForeArm_x,rForeArm_y,rForeArm_z,rForeArm_parent,rForeArm_rHand,rHand_x,rHand_y,rHand_z,rHand_parent,lCollar_x,lCollar_y,lCollar_z,lCollar_parent,lCollar_lShldr,lShldr_x,lShldr_y,lShldr_z,lShldr_parent,lShldr_lForeArm,lForeArm_x,lForeArm_y,lForeArm_z,lForeArm_parent,lForeArm_lHand,lHand_x,lHand_y,lHand_z,lHand_parent,rButtock_x,rButtock_y,rButtock_z,rButtock_parent,rButtock_rThigh,rThigh_x,rThigh_y,rThigh_z,rThigh_parent,rThigh_rShin,rShin_x,rShin_y,rShin_z,rShin_parent,rShin_rFoot,rFoot_x,rFoot_y,rFoot_z,rFoot_parent,lButtock_x,lButtock_y,lButtock_z,lButtock_parent,lButtock_lThigh,lThigh_x,lThigh_y,lThigh_z,lThigh_parent,lThigh_lShin,lShin_x,lShin_y,lShin_z,lShin_parent,lShin_lFoot,lFoot_x,lFoot_y,lFoot_z,lFoot_parent,
23,19.2344,5.5254,-9.2174,0,119.248,115.387,103.772,0,0,0,119.248,0.359909,0,0,0,0.359909,14.0707,3.26219,14.0707,7.2979,-6.0537,-1.078,3.26219,29.218,0,0,0,29.218,0,-16.7582,-9.0544,3.2229,0,0,0,0,14.0707,96.6539,31.9647,-17.3687,54.317,96.6539,43.4937,-32.4479,74.9997,-35.3214,43.4937,94.8033,-5.3307,-2.2296,-4.1867,94.8033,0,0,0,14.0707,96.6539,21.9188,-64.5871,-32.4387,96.6539,67.5545,-23.8589,-56.2879,23.95,67.5545,67.9367,-15.9174,10.2907,6.8708,67.9367,0,0,0,103.772,111.594,-11.3103,-9.9268,5.161,111.594,64.6989,-0.0112,0,2.3705,64.6989,8.28494,-7.9652,0,-4.4206,8.28494,0,0,0,115.387,111.594,-27.4957,-11.6357,-8.4941,111.594,81.0998,23.2342,0,3.4756,81.0998,30.9301,-9.7723,0,6.0312,30.9301,
24,19.5883,5.1903,-8.5545,0,119.371,115.954,103.305,0,0,0,119.371,0.360994,0,0,0,0.360994,14.0707,3.26231,14.0707,8.9455,-5.8428,0.3811,3.26231,30.9354,0,0,0,30.9354,0,-20.1895,-11.767,-6.6221,0,0,0,0,14.0707,96.6539,33.8199,-19.4212,58.8984,96.6539,46.6144,-31.9288,79.841,-37.8614,46.6144,99.9553,-5.8908,-2.3444,-4.0529,99.9553,0,0,0,14.0707,96.6539,22.541,-63.341,-33.1981,96.6539,67.0882,-25.5402,-54.3346,23.369,67.0882,66.459,-15.9145,9.8894,6.6923,66.459,0,0,0,103.305,111.594,-11.9796,-10.1679,3.893,111.594,65.303,-0.0519,0,2.0567,65.303,8.12758,-7.9645,0,-4.4206,8.12758,0,0,0,115.954,111.594,-25.3302,-13.1203,-6.7319,111.594,78.8043,23.535,0,4.3884,78.8043,31.3058,-9.8396,0,7.0546,31.3058,
25,19.913,3.7504,-7.3212,0,119.307,117.356,101.917,0,0,0,119.307,0.359909,0,0,0,0.359909,14.0707,3.26225,14.0707,10.6897,-2.8557,1.6892,3.26225,32.7713,0,0,0,32.7713,0,-22.6107,-10.3589,-12.2729,0,0,0,0,14.0707,96.6539,35.139,-23.0791,65.9105,96.6539,51.5743,-34.4792,83.4383,-41.0469,51.5743,106.02,-6.1824,-2.4801,-3.9684,106.02,0,0,0,14.0707,96.6539,23.8106,-61.8127,-33.1801,96.6539,66.1861,-27.8867,-51.5317,21.9905,66.1861,63.8575,-15.8723,9.6997,6.4766,63.8575,0,0,0,101.917,111.594,-12.7794,-9.594,1.9645,111.594,66.0445,0.0259,0,1.4483,66.0445,7.99932,-7.9651,0,-4.4206,7.99932,0,0,0,117.356,111.594,-24.074,-14.7271,-2.3289,111.594,77.3344,27.5606,0,3.2293,77.3344,35.2259,-9.2719,0,6.564,35.2259,
26,19.4204,2.6965,-6.4992,0,118.512,117.858,100.916,0,0,0,118.512,0.360452,0,0,0,0.360452,14.0707,3.26225,14.0707,10.821,2.4989,2.4775,3.26225,32.8522,0,0,0,32.8522,0,-23.2595,-2.4608,-13.3251,0,0,0,0,14.0707,96.6539,36.213,-16.4601,70.6822,96.6539,56.5215,-33.894,84.9377,-41.4377,56.5215,107.04,-8.111,-3.0727,-4.0399,107.04,0,0,0,14.0707,96.6539,25.7439,-60.8757,-32.6827,96.6539,65.7574,-27.2954,-49.7152,20.2192,65.7574,60.8426,-15.773,9.5271,6.3459,60.8426,0,0,0,100.916,111.594,-12.7437,-8.3364,0.8576,111.594,65.9976,0.2059,0,0.3042,65.9976,7.91562,-7.9652,0,-4.4206,7.91562,0,0,0,117.858,111.594,-21.9461,-13.1955,3.3781,111.594,75.228,29.1222,0,1.2134,75.228,36.7312,-8.1728,0,4.4109,36.7312,
27,17.9429,2.5317,-6.7041,0,116.935,116.898,100.775,0,0,0,116.935,0.360452,0,0,0,0.360452,14.0706,3.26219,14.0707,9.1878,5.2071,2.206,3.26219,31.1278,0,0,0,31.1278,0,-22.5852,5.4674,-8.8421,0,0,0,0,14.0707,96.6539,37.889,-2.1188,69.2447,96.6539,59.8297,-29.6615,84.6184,-37.7358,59.8297,102.45,-13.6351,-4.5334,-4.3369,102.45,0,0,0,14.0706,96.6539,29.2188,-62.3001,-32.7043,96.6539,68.3052,-23.7674,-50.833,18.4273,68.3052,59.6303,-16.0146,9.5918,6.5247,59.6303,0,0,0,100.775,111.594,-12.3266,-7.6277,0.4343,111.594,65.5802,0.3101,0,-0.7532,65.5802,7.92536,-7.9648,0,-4.4206,7.92536,0,0,0,116.898,111.594,-20.0814,-11.1719,5.4813,111.594,73.4663,28.4127,0,1.639,73.4663,36.025,-7.7801,0,3.2815,36.025,
28,16.7437,2.7229,-7.6141,0,115.753,115.564,101.246,0,0,0,115.753,0.360452,0,0,0,0.360452,14.0707,3.26219,14.0707,6.876,2.5302,0.5458,3.26219,28.8675,0,0,0,28.8675,0,-21.8717,6.7846,1.5605,0,0,0,0,14.0707,96.6539,42.9714,1.2831,72.0073,96.6539,64.0686,-28.8863,87.4017,-38.3514,64.0686,104.477,-19.7983,-6.0225,-4.679,104.477,0,0,0,14.0707,96.6539,32.7353,-66.8772,-32.3643,96.6539,73.487,-20.7607,-54.4755,18.1527,73.487,61.8727,-17.1035,10.0036,6.9472,61.8727,0,0,0,101.246,111.594,-12.3022,-8.1401,0.4214,111.594,65.5544,0.2095,0,-1.0895,65.5544,7.82446,-7.9649,0,-4.4206,7.82446,0,0,0,115.564,111.594,-18.7024,-11.8005,3.1995,111.594,71.9877,27.4181,0,2.7119,71.9877,35.0596,-8.1607,0,5.0357,35.0596,
29,16.0418,4.3782,-7.5618,0,114.937,113.304,102.867,0,0,0,114.937,0.360452,0,0,0,0.360452,14.0707,3.26225,14.0707,6.212,-0.7813,-0.4589,3.26225,28.2189,0,0,0,28.2189,0,-21.4196,2.6778,7.1217,0,0,0,0,14.0707,96.6539,53.5659,5.7941,79.3936,96.6539,74.3958,-27.0106,92.9636,-42.2919,74.3958,108.968,-21.5435,-6.4995,-4.8348,108.968,0,0,0,14.0707,96.6539,31.7609,-68.6809,-32.7667,96.6539,75.05,-20.2027,-55.959,18.9468,75.05,63.483,-17.7717,10.3481,7.2619,63.483,0,0,0,102.867,111.594,-11.5824,-8.4758,0.2907,111.594,64.8333,0.2266,0,-1.0781,64.8333,7.84135,-7.9651,0,-4.4206,7.84135,0,0,0,113.304,111.594,-16.6108,-12.7405,0.0785,111.594,69.8461,25.1408,0,2.9886,69.8461,32.8002,-8.2588,0,7.2684,32.8002,
30,14.1551,6.5685,-6.566,0,112.747,110.342,104.207,0,0,0,112.747,0.360452,0,0,0,0.360452,14.0707,3.26225,14.0707,7.8633,-0.4544,0.5592,3.26225,29.8782,0,0,0,29.8782,0,-20.645,-3.0614,1.0712,0,0,0,0,14.0707,96.6539,60.5063,16.9485,79.6643,96.6539,83.7137,-22.4674,94.1799,-42.4711,83.7137,106.753,-18.054,-5.9373,-4.8151,106.753,0,0,0,14.0707,96.6539,25.9123,-63.4593,-37.1955,96.6539,70.8899,-23.4487,-52.6325,19.4628,70.8899,61.8006,-16.96,10.5121,7.3553,61.8006,0,0,0,104.207,111.594,-9.3091,-8.1835,-0.6957,111.594,62.5652,0.5502,0,-0.6123,62.5652,8.16962,-7.965,0,-4.4206,8.16962,0,0,0,110.342,111.594,-14.4115,-12.4049,-2.5168,111.594,67.6909,23.5673,0,3.4789,67.6909,31.262,-8.0619,0,6.8468,31.262,
31,12.7461,6.9404,-5.7069,0,111.04,109.273,104.011,0,0,0,111.04,0.360994,0,0,0,0.360994,14.0707,3.26231,14.0707,9.5679,1.6279,2.3353,3.26231,31.6181,0,0,0,31.6181,0,-18.5517,-4.863,-6.9875,0,0,0,0,14.0707,96.6539,57.8416,31.2805,68.8446,96.6539,84.1316,-20.5449,88.0153,-35.9111,84.1316,98.9808,-13.0388,-4.9872,-4.5369,98.9808,0,0,0,14.0707,96.6539,19.7022,-56.6147,-44.2427,96.6539,66.6658,-28.5153,-48.9802,20.9229,66.6658,61.0308,-15.5896,9.4208,6.7433,61.0308,0,0,0,104.011,111.594,-7.7656,-7.6589,-1.9124,111.594,61.0445,0.6932,0,-0.2184,61.0445,8.33677,-7.9649,0,-4.4206,8.33677,0,0,0,109.273,111.594,-12.4395,-11.9976,-4.2679,111.594,65.794,23.007,0,4.2555,65.794,30.7689,-8.1044,0,6.4114,30.7689,
32,12.6625,7.4912,-5,0,110.748,108.694,104.367,0,0,0,110.748,0.359365,0,0,0,0.359365,14.0707,3.26219,14.0707,9.9122,2.2479,3.5903,3.26219,32.0286,0,0,0,32.0286,0,-14.6723,-0.7143,-9.5933,0,0,0,0,14.0707,96.6539,52.6706,60.8513,48.924,96.6539,88.8065,-18.6657,73.3712,-23.9238,88.8065,81.069,-9.52,-4.2011,-3.9289,81.069,0,0,0,14.0707,96.6539,17.0078,-54.1198,-47.321,96.6539,65.2833,-31.5104,-47.2054,21.7958,65.2833,60.9642,-14.4242,6.4094,5.1028,60.9642,0,0,0,104.367,111.594,-7.1961,-7.1356,-2.2974,111.594,60.4868,0.6901,0,-0.778,60.4868,8.30478,-7.965,0,-4.4206,8.30478,0,0,0,108.694,111.594,-11.1253,-11.9839,-5.1416,111.594,64.5318,22.0268,0,3.7718,64.5318,29.7516,-8.2236,0,7.3257,29.7516,
33,11.5469,10.2985,-4.457,0,109.453,105.752,106.324,0,0,0,109.453,0.360994,0,0,0,0.360994,14.0707,3.26225,14.0707,9.306,1.7692,3.7234,3.26225,31.4563,0,0,0,31.4563,0,-11.2641,3.7353,-8.834,0,0,0,0,14.0707,96.6539,50.4979,90.3367,32.7504,96.6539,101.704,-16.2455,55.4139,-15.9923,101.704,60.2347,-8.062,-3.8032,-3.3856,60.2347,0,0,0,14.0707,96.6539,18.7468,-56.2459,-44.9755,96.6539,66.3481,-31.8272,-44.7961,19.033,66.3481,56.8452,-13.4639,3.65,3.5355,56.8452,0,0,0,106.324,111.594,-5.5717,-6.7695,-1.9441,111.594,58.8539,0.8112,0,-1.8725,58.8539,8.47667,-7.965,0,-4.4206,8.47667,0,0,0,105.752,111.594,-9.9374,-11.9171,-6.2069,111.594,63.4204,20.9244,0,2.2852,63.4204,28.5599,-8.1498,0,7.3942,28.5599,
34,10.152,11.7224,-4.2,0,107.881,103.848,107.028,0,0,0,107.881,0.360452,0,0,0,0.360452,14.0707,3.26231,14.0707,8.0354,1.2221,2.6783,3.26231,30.1225,0,0,0,30.1225,0,-9.8731,4.5842,-5.8955,0,0,0,0,14.0707,96.6539,51.8005,101.807,28.7138,96.6539,109.96,-15.1845,45.9773,-14.3065,109.96,50.3758,-7.8843,-3.7318,-3.186,50.3758,0,0,0,14.0707,96.6539,20.8019,-57.8335,-43.9652,96.6539,68.0018,-29.348,-42.3704,15.6002,68.0018,51.5052,-11.7097,2.6626,2.8955,51.5052,0,0,0,107.028,111.594,-4.4925,-6.5295,-1.7251,111.594,57.7701,0.7195,0,-2.3163,57.7701,8.44676,-7.9649,0,-4.4206,8.44676,0,0,0,103.848,111.594,-8.6956,-11.2302,-6.7301,111.594,62.2257,19.6739,0,0.8871,62.2257,27.2848,-8.1169,0,6.9518,27.2848,
35,9.8845,9.8782,-5.0313,0,107.64,105.076,105.609,0,0,0,107.64,0.360994,0,0,0,0.360994,14.0707,3.26225,14.0707,6.5309,0.4873,0.9757,3.26225,28.5493,0,0,0,28.5493,0,-9.6517,3.2185,-0.096,0,0,0,0,14.0707,96.6539,51.4588,102.901,26.5918,96.6539,109.326,-15.52,47.9957,-14.4646,109.326,52.4106,-8.0308,-3.7834,-3.1958,52.4106,0,0,0,14.0707,96.6539,20.9044,-57.3463,-45.4856,96.6539,68.6095,-26.8491,-41.343,14.3124,68.6095,49.0643,-9.7358,2.7135,2.8842,49.0643,0,0,0,105.609,111.594,-5.524,-6.728,-1.8678,111.594,58.8044,0.5732,0,-1.6563,58.8044,8.21848,-7.9649,0,-4.4206,8.21848,0,0,0,105.076,111.594,-8.5801,-10.242,-5.7533,111.594,62.0375,17.6099,0,-0.4601,62.0375,25.2612,-8.1773,0,7.1728,25.2612,
36,10.045,8.3155,-6.9771,0,108.014,105.934,105.04,0,0,0,108.014,0.359909,0,0,0,0.359909,14.0707,3.26219,14.0707,5.7076,-0.4241,-1.0267,3.26219,27.7287,0,0,0,27.7287,0,-9.9128,0.9169,7.01,0,0,0,0,14.0707,96.6539,46.7042,101.355,21.3552,96.6539,102.806,-18.2432,51.3919,-16.8447,102.806,57.5557,-8.3882,-3.8534,-3.257,57.5557,0,0,0,14.0707,96.6539,20.6432,-58.4663,-45.2412,96.6539,69.2018,-26.9695,-41.1927,13.8227,69.2018,48.6228,-10.1596,2.9825,3.0782,48.6228,0,0,0,105.04,111.594,-6.5158,-7.0534,-2.0524,111.594,59.8,0.504,0,-0.7166,59.8,8.12011,-7.9649,0,-4.4206,8.12011,0,0,0,105.934,111.594,-8.6448,-11.5438,-3.5032,111.594,61.9684,15.7285,0,-0.3765,61.9684,23.3781,-8.1716,0,7.3785,23.3781,
37,10.1006,8.7427,-8.7866,0,108.257,104.852,106.311,0,0,0,108.257,0.359909,0,0,0,0.359909,14.0707,3.26225,14.0707,5.6858,-1.2225,-2.9614,3.26225,27.8055,0,0,0,27.8055,0,-10.1729,-0.9041,12.4655,0,0,0,0,14.0707,96.6539,42.7118,97.7257,20.6127,96.6539,97.8797,-21.2304,50.0233,-19.7598,97.8797,58.8991,-8.8349,-3.8975,-3.2975,58.8991,0,0,0,14.0707,96.6539,19.2912,-60.8781,-44.0782,96.6539,69.7382,-27.5993,-41.177,13.5112,69.7382,48.542,-11.9058,3.1371,3.2596,48.542,0,0,0,106.311,111.594,-6.0966,-7.2276,-1.9631,111.594,59.3783,0.3707,0,0.1211,59.3783,8.05259,-7.9649,0,-4.4206,8.05259,0,0,0,104.852,111.594,-7.9221,-15.2279,-0.5372,111.594,61.1496,15.2406,0,1.3014,61.1496,22.8538,-8.1385,0,7.1739,22.8538,
38,10.2048,9.0604,-10.2807,0,108.502,103.947,107.408,0,0,0,108.502,0.360452,0,0,0,0.360452,14.0707,3.26213,14.0707,5.8464,-1.7106,-3.9159,3.26213,28.0441,0,0,0,28.0441,0,-10.4408,-1.6127,14.8294,0,0,0,0,14.0707,96.6539,42.4754,95.5833,21.8255,96.6539,96.5662,-22.8926,48.4965,-21.4314,96.5662,59.1146,-9.0401,-3.9051,-3.313,59.1146,0,0,0,14.0707,96.6539,16.1578,-61.8019,-44.2862,96.6539,68.9841,-27.9082,-40.6446,14.0503,68.9841,48.4837,-12.4743,3.1683,3.3783,48.4837,0,0,0,107.408,111.594,-5.6206,-7.7467,-1.5044,111.594,58.8906,0.3646,0,1.2482,58.8906,8.26866,-7.9649,0,-4.4206,8.26866,0,0,0,103.947,111.594,-6.6028,-18.1274,2.0405,111.594,59.8269,14.3649,0,2.2413,59.8269,22.0105,-8.1571,0,7.1535,22.0105,
39,10.4314,8.9027,-11.4195,0,108.82,103.686,107.915,0,0,0,108.82,0.359909,0,0,0,0.359909,14.0707,3.26219,14.0707,6.1033,-2.0507,-3.5746,3.26219,28.2477,0,0,0,28.2477,0,-10.9744,-1.9034,16.4349,0,0,0,0,14.0707,96.6539,44.1693,96.5274,19.4588,96.6539,96.2041,-23.914,49.4745,-22.4721,96.2041,60.995,-9.1288,-3.8943,-3.3131,60.995,0,0,0,14.0707,96.6539,13.2545,-61.6952,-45.2995,96.6539,67.8923,-29.0068,-39.1331,14.8903,67.8923,47.9248,-12.3218,3.1505,3.4208,47.9248,0,0,0,107.915,111.594,-5.9943,-8.5031,-0.9955,111.594,59.2535,0.4722,0,2.567,59.2535,8.80636,-7.9649,0,-4.4206,8.80636,0,0,0,103.686,111.594,-5.2821,-18.6465,3.1204,111.594,58.5329,11.5291,0,1.3972,58.5329,19.1455,-8.1688,0,7.2908,19.1455,
40,10.5894,9.3353,-11.7911,0,109.004,103.116,108.632,0,0,0,109.004,0.359909,0,0,0,0.359909,14.0707,3.26225,14.0707,6.3881,-2.302,-2.7352,3.26225,28.4512,0,0,0,28.4512,0,-11.5159,-2.5842,18.7486,0,0,0,0,14.0707,96.6539,46.3774,96.8847,17.7179,96.6539,95.7155,-23.2886,49.778,-21.9332,95.7155,60.705,-9.2086,-3.8701,-3.3036,60.705,0,0,0,14.0707,96.6539,11.9561,-62.2704,-46.1234,96.6539,68.0373,-30.9942,-36.92,15.0931,68.0373,46.4846,-12.511,3.132,3.4004,46.4846,0,0,0,108.632,111.594,-6.3745,-8.875,-0.9651,111.594,59.6322,0.4633,0,3.3678,59.6322,9.1446,-7.9649,0,-4.4206,9.1446,0,0,0,103.116,111.594,-5.0231,-18.318,2.9815,111.594,58.2717,9.0617,0,0.4925,58.2717,16.6802,-8.1526,0,7.2451,16.6802,
41,10.7589,9.4742,-11.8311,0,109.226,102.982,108.937,0,0,0,109.226,0.359365,0,0,0,0.359365,14.0707,3.26219,14.0707,6.9574,-1.7915,-1.2172,3.26219,28.9639,0,0,0,28.9639,0,-12.0646,-2.4333,15.6318,0,0,0,0,14.0707,96.6539,48.7115,97.2913,17.4588,96.6539,96.3386,-21.512,48.746,-20.4211,96.3386,58.2468,-9.2278,-3.8405,-3.2934,58.2468,0,0,0,14.0707,96.6539,11.7689,-63.3363,-46.748,96.6539,69.0484,-32.909,-34.9027,15.4578,69.0484,45.3294,-13.0113,3.1247,3.3682,45.3294,0,0,0,108.937,111.594,-6.2702,-8.699,-1.4718,111.594,59.5371,0.2638,0,3.3898,59.5371,8.97951,-7.9649,0,-4.4206,8.97951,0,0,0,102.982,111.594,-5.0966,-19.0316,3.2279,111.594,58.3486,8.1385,0,0.8836,58.3486,15.7509,-8.1529,0,7.185,15.7509,
42,10.9144,9.0037,-12.0098,0,109.49,103.457,108.659,0,0,0,109.49,0.359365,0,0,0,0.359365,14.0707,3.26219,14.0707,8.3486,-0.1404,1.3412,3.26219,30.3861,0,0,0,30.3861,0.0279765,-12.6653,1.164,4.1756,0.0279765,0,0,0,14.0707,96.6539,50.1802,99.1206,16.6971,96.6539,97.8095,-20.8695,49.1603,-20.1238,97.8095,58.2247,-9.3994,-3.8318,-3.2873,58.2247,0,0,0,14.0707,96.6539,11.9747,-64.2146,-47.5362,96.6539,70.2028,-33.6586,-33.5847,16.346,70.2028,44.9862,-13.4903,3.1247,3.3474,44.9862,0,0,0,108.659,111.594,-6.1432,-8.5569,-1.8488,111.594,59.419,0.0522,0,3.1343,59.419,8.67242,-7.9649,0,-4.4206,8.67242,0,0,0,103.457,111.594,-4.5913,-19.8738,4.2451,111.594,57.8803,7.0727,0,1.0441,57.8803,14.6854,-8.1625,0,7.2402,14.6854,
43,11.2475,8.5927,-12.3649,0,109.97,103.977,108.5,0,0,0,109.97,0.360994,0,0,0,0.360994,14.0707,3.26231,14.0707,9.9237,1.5671,3.2933,3.26231,32.04,0,0,0,32.04,0,-13.0986,6.1722,-6.5487,0,0,0,0,14.0707,96.6539,50.4546,99.5427,16.5828,96.6539,98.1832,-21.2734,49.9385,-20.3256,98.1832,59.1761,-9.0304,-3.8137,-3.2848,59.1761,0,0,0,14.0707,96.6539,11.987,-65.0925,-48.1628,96.6539,71.1649,-34.3334,-33.0292,17.4016,71.1649,45.4789,-13.9023,3.1265,3.333,45.4789,0,0,0,108.5,111.594,-6.3422,-9.0024,-1.5035,111.594,59.6089,-0.031,0,3.1261,59.6089,8.59512,-7.9649,0,-4.4206,8.59512,0,0,0,103.977,111.594,-3.6281,-20.6155,5.3145,111.594,56.9721,5.6859,0,1.0113,56.9721,13.2987,-8.1581,0,7.2521,13.2987,
44,12.1184,8.4152,-12.8951,0,111.052,104.499,108.789,0,0,0,111.052,0.360452,0,0,0,0.360452,14.0707,3.26219,14.0707,10.9116,2.2797,3.6297,3.26219,33.0251,0,0,0,33.0251,0,-13.3751,9.2566,-10.4034,0,0,0,0,14.0707,96.6539,50.3504,97.6648,16.917,96.6539,96.5765,-21.6875,49.2481,-20.318,96.5765,58.6903,-7.61,-3.7517,-3.2826,58.6903,0,0,0,14.0707,96.6539,11.9854,-66.0619,-48.0991,96.6539,71.8711,-35.6535,-33.4393,18.8014,71.8711,47.2907,-14.3242,3.1275,3.3101,47.2907,0,0,0,108.789,111.594,-7.0064,-9.8904,-0.5548,111.594,60.2562,0.028,0,3.5967,60.2562,8.87682,-7.9649,0,-4.4206,8.87682,0,0,0,104.499,111.594,-2.2752,-22.2518,6.579,111.594,55.6985,4.9025,0,1.8789,55.6985,12.5498,-8.1543,0,7.214,12.5498,
45,12.979,8.4602,-13.3008,0,112.14,104.847,109.247,0,0,0,112.14,0.359909,0,0,0,0.359909,14.0707,3.26219,14.0707,11.2599,2.2278,3.2053,3.26219,33.3415,0,0,0,33.3415,0,-13.4777,9.7395,-10.0797,0,0,0,0,14.0707,96.6539,50.5348,96.0824,16.6239,96.6539,94.8212,-21.4462,48.0994,-20.2006,94.8212,57.5125,-6.2551,-3.683,-3.2785,57.5125,0,0,0,14.0707,96.6539,12.2505,-66.1638,-47.8452,96.6539,71.9881,-36.3849,-34.5435,20.2261,71.9881,49.6333,-14.5131,3.1278,3.2688,49.6333,0,0,0,109.247,111.594,-7.68,-10.7252,0.3023,111.594,60.9234,0.1443,0,4.088,60.9234,9.23353,-7.9649,0,-4.4206,9.23353,0,0,0,104.847,111.594,-0.882,-24.1126,8.0707,111.594,54.4271,4.3166,0,3.0056,54.4271,12.1051,-8.1586,0,7.224,12.1051,
46,13.3242,8.5845,-13.2925,0,112.651,104.997,109.473,0,0,0,112.651,0.359909,0,0,0,0.359909,14.0707,3.26219,14.0707,11.3219,2.2245,2.8485,3.26219,33.3802,0,0,0,33.3802,0,-13.3785,8.6185,-9.1241,0,0,0,0,14.0707,96.6539,51.0594,95.5783,16.6658,96.6539,94.4477,-20.2465,46.8863,-19.0963,94.4477,55.3692,-5.7022,-3.6373,-3.2746,55.3692,0,0,0,14.0707,96.6539,12.3715,-65.2242,-48.1508,96.6539,71.4809,-37.1427,-35.3051,21.3065,71.4809,51.3989,-14.2292,3.1277,3.2256,51.3989,0,0,0,109.473,111.594,-7.78,-11.162,0.601,111.594,61.0226,0.1425,0,4.2591,61.0226,9.32576,-7.9649,0,-4.4206,9.32576,0,0,0,104.997,111.594,-0.0426,-25.1426,8.8887,111.594,53.6684,3.2106,0,4.1181,53.6684,11.2776,-8.159,0,7.2424,11.2776,
47,13.3662,8.867,-13.0599,0,112.798,104.908,109.671,0,0,0,112.798,0.360452,0,0,0,0.360452,14.0707,3.26213,14.0707,11.4904,2.4983,2.9238,3.26213,33.544,0,0,0,33.544,0,-13.5046,8.1891,-9.124,0,0,0,0,14.0707,96.6539,51.2086,95.7374,17.3674,96.6539,95.1853,-19.5876,45.8372,-17.9804,95.1853,53.5534,-5.9164,-3.6398,-3.2742,53.5534,0,0,0,14.0707,96.6539,12.3622,-64.6993,-48.7905,96.6539,71.3758,-38.2876,-35.2088,21.9834,71.3758,52.1597,-13.927,3.1276,3.2149,52.1597,0,0,0,109.671,111.594,-7.5386,-11.1407,0.4533,111.594,60.7807,0.0537,0,4.401,60.7807,9.33214,-7.9649,0,-4.4206,9.33214,0,0,0,104.908,111.594,0.0183,-25.2169,8.5596,111.594,53.5711,2.2865,0,4.9702,53.5711,10.6855,-8.1562,0,7.2283,10.6855,
48,13.4075,9.1588,-13.08,0,112.971,104.729,109.978,0,0,0,112.971,0.359909,0,0,0,0.359909,14.0707,3.26225,14.0707,11.2142,2.4931,2.9971,3.26225,33.2732,0,0,0,33.2732,0,-13.6721,8.203,-9.047,0,0,0,0,14.0707,96.6539,50.7882,96.2598,17.9881,96.6539,96.111,-20.7941,45.0125,-18.7439,96.111,53.646,-6.4855,-3.6953,-3.2752,53.646,0,0,0,14.0707,96.6539,12.4422,-65.3561,-49.2972,96.6539,72.1494,-38.5505,-35.1359,22.162,72.1494,52.3093,-13.9009,3.1275,3.236,52.3093,0,0,0,109.978,111.594,-7.2569,-11.0387,0.2005,111.594,60.4991,-0.001,0,4.7226,60.4991,9.47484,-7.9649,0,-4.4206,9.47484,0,0,0,104.729,111.594,0.4244,-24.9752,7.871,111.594,53.0988,1.8288,0,5.5483,53.0988,10.5033,-8.1572,0,7.2236,10.5033,
